full_name,sha,success
pydantic/logfire,3d79243b67ceb0b0adbdd1866609fb430947b8ba,Yes
pymupdf/RAG,b257182d0ac1ce7fda837e395c5382edf423e400,No
pytorch-labs/LeanRL,a416e61058ffa2dfe571bfe1d69a7f62d622b503,Yes
raphaelmansuy/code2prompt,3b377ba47526cb784e449de65694c85cb2ef6421,No
RapidAI/RapidLayout,8e9677386ecec315c466e840c0b654f7eab85b69,Yes
reagento/dishka,2ed98518ef01f8c394231a9d7af36dbdc9bb3cdb,Yes
real-stanford/universal_manipulation_interface,298776ce251f33b6b3185a98d6e7d1f9ad49168b,No
Realiserad/fish-ai,f32c7f2eb75753c750ea264286b01fa26904c95b,Yes
RealOrangeOne/django-tasks,e6d26ca2a233e86681b87c357d30af39f648dd9c,Yes
reidjs/text-scheduler,8bb7d6d4560625d28cc616291537828dbf5967b8,Yes
reka-ai/reka-vibe-eval,93ecd92fec87ebda5263affba744df40cc233609,Yes
remigenet/TKAN,8a1de0cfda6f0bd90a91e6793255a29ca80f5134,Yes
rio-labs/rio,eda40a731fb8a0ba6262fbee17eca3dcd4d5db4e,Yes
robocasa/robocasa,27f9924662dee3b534916e4288eee50189ca2c42,Yes
RobotecAI/rai,d15910ad4af54d7574a96fac3dbf4eceacd8b8e2,No
robusta-dev/holmesgpt,c4743a016866e2a216897518059d326e4d97aaa7,Yes
royreznik/rexi,f1dca8eaa984a27a4a81a78cffb76e1d3b9ba467,Yes
run-llama/llama_deploy,47efff882cffa9b662f5a78e3032f5a13ea7bc17,Yes
run-llama/llama_parse,f78186c0f7fe912b526235fe815aec02a5129757,Yes
SamKhoze/ComfyUI-DeepFuze,edd7fec4405e60cb9abd4d4a7be4368942be4f6e,No
ScrapeGraphAI/Scrapegraph-ai,bae92b0dcca353c137f8cdb12ef95b3bc2cd962a,Yes
seanchatmangpt/dspygen,69f305d08fc10f31867fb2d3d2c755891dffa99e,No
serverless-ca/terraform-aws-ca,2da83763ed1e7e81069a4bf3a34b1ee7fd246210,No
ServerlessLLM/ServerlessLLM,8f1e6b696e9bc2bdc6c4ca00752a0e4502746060,Yes
ServiceNow/BrowserGym,12aa5e506dbf76e269af11fb214467c2495d5c59,Yes
ServiceNow/TapeAgents,3eca5cc8841d64c5db80cadf0d8570bbdc579de2,Yes
ServiceNow/WorkArena,0ab9cb9539b9592ffd9030eae662b8ce2c6d8929,No
ShaShekhar/aaiela,4e8d6ab9fe84810f9c985e7a361c861bae72e10c,No
shawntan/scattermoe,63b76a2f5f28c052fb4cd7c34479a54158354052,Yes
ShoggothAI/motleycrew,19837e76c89f1e96707dbe2c334360682c47b890,Yes
showlab/computer_use_ootb,419d9d6bdaf27afe49678f507eca1167dc02b80a,Yes
shun-liang/yt2doc,201ec2929d82abad470883fd3c34bcd667914858,Yes
siliconflow/BizyAir,cdb3bb86ab15216c78ad5c3097743c2a31582ab8,Yes
simonw/files-to-prompt,f9a4d8fa20aa978c3502c94de335b44e57ac0a61,Yes
simonw/llm-claude-3,c62bf247fa964ff350badf5424743ddca7601d4a,Yes
simonw/llm-cmd,74fb986ee939808362e7a73a71b2e0edadded1bc,Yes
simonw/llm-jq,beaada20d11dfc34618394c633bfa128a7c00a94,Yes
simular-ai/Agent-S,ca83be55b7091bb91428ed3831495d0cbc0db150,Yes
sirocco-ventures/raggenie,99dfe5bdc62ce47ab56f711da6b4eeb96e8dd6a5,Yes
souzatharsis/podcastfy,804a6188a74ab9cf088032f6e460a04ea968a97a,Yes
SpecterOps/cred1py,432f9107b8ac501a743b487de182e3ba0bd3023f,Yes
StacklokLabs/promptwright,42f69b0055f575bfacd245ccffe6030657141f58,Yes
steinathan/reelsmaker,75369c382628d2d1f16ac99403ac8a2ffb055bd3,Yes
stephengpope/no-code-architects-toolkit,ffc1a82547dbc188c5fbe4adb08ab55957f63e9f,Yes
StonyBrookNLP/appworld,bc9c477c253beb2f410eff1a857444be9d5ae689,Yes
Storia-AI/sage,f47fa43e5b8675abad90a7285c1b43b303ba4464,No
superlinear-ai/raglite,b02c5a045a36ddd220987d84cd1ff9159f6be441,Yes
swarmzero/swarmzero,6fcd7ac491aa76a8455e9079e7b012ba6a001fa6,Yes
tahnok/colmi_r02_client,84d3a6d9bd50cbac531d217ba1ff1cc7debe838d,Yes
taketwo/llm-ollama,dd616e755568e70457943c069ef197becd914cd9,Yes
taobojlen/django-zeal,232987c7ad3f33a1ad294fa2bd2dcb973e949cd2,Yes
TencentARC/BrushNet,101dc3d78ffb9e6acc5d89a656b32d635babc65f,No
TheAiSingularity/graphrag-local-ollama,bcb98d03fa1a726e784445514a6b19600cbe5f29,Yes
thousandbrainsproject/tbp.monty,a39a26576354d8f666fdb28ac5d6f19db1188b62,Yes
THU-MIG/yolov10,6fbaf42b23f6709f4e34a51430587673e70e151d,Yes
thu-nics/MoA,da034c718ff7a54a07480f9fe039b01116498158,No
tjmlabs/AgentRun,1997dd71d5350dd1e0c993cdd7060b3b9b765a8d,Yes
tobiasfshr/map4d,0b8bcd3302e9036eb74420d6730af8dc5556f6d7,Yes
Toloka/dbt-af,e7f436341f989bcdb070e2cbe76d61ed7d87f0f2,Yes
TorchJD/torchjd,1eaafee3cf386ac17198b7864a8146d5d803e0be,Yes
tox-dev/tox-uv,d7405a6ed4f35d0ae525009cc1cd298fe2bc4bf4,Yes
TuragaLab/flybody,2e108868e777aeb9faa89ed107716b23079014c7,Yes
turbo-llm/turbo-alignment,009574b9a383c92b8851794ad83bdb75a4c45d56,Yes
TY-Cheng/torchvinecopulib,c3a477620259d238e6f8668e321063994c0832b2,Yes
ucbepic/docetl,00a761fb5bd3e4af2668dd5f2e5c8dc5fe0837d6,Yes
ultrasev/llmproxy,1a1100aa098220b1de5c9716a8ce3aa253716aee,Yes
uname-n/deltabase,5eafb9d05316d005e2888cd1a1c71bf01e5f4e0f,Yes
unifyai/unify,ea2088adbdee729806362e2ff1b89375e67e447c,No
Vashkatsi/deply,6d6875f01267fa99cfacf96706e160248ba2b82a,Yes
VideoVerses/VideoTuna,ffc6dfeed3e54ec319ee257e77661d30a5d5b6a2,Yes
vintasoftware/django-ai-assistant,5b26c73d55b18a9b3df2111d4bd6597dd67db0a0,Yes
virattt/financial-datasets,9856644262caab56cf174109924bba1d81330335,Yes
vllm-project/llm-compressor,606aab2b57eb0931f93976f6011f2b2869ebdc60,Yes
volcengine/verl,ed2eaf4e272efdbea195575319177b912e2a1a3f,Yes
volfpeter/fasthx,e850b9c61fa2c8868a0f7a4b2b567934c773eee8,Yes
volfpeter/htmy,0322a3996e87e8f3a29eca7d48099c069562c0d4,Yes
vysakh0/dravid,25b03bfcf5327be83be0a9721fb24ac7d7157eed,Yes
warmshao/FasterLivePortrait,6aa8104b03499ebe2a881c8fbaf55ff628235f4f,Yes
weareprestatech/hotpdf,55ab97231a46d072aa33d2dd7cb2927e2c0d4e42,Yes
web-arena-x/visualwebarena,89f5af29305c3d1e9f97ce4421462060a70c9a03,No
Weixiang-Sun/Bora,c08bb69db6752031d6b6e24757bc9b054ecf1d1c,Yes
whyhow-ai/knowledge-graph-studio,c41043506d095976b2d5b1c20dacf10cb8ad08bd,Yes
whyhow-ai/rule-based-retrieval,91701f45822823d6c54cac3b526e43cdb409e4e3,Yes
whyhow-ai/whyhow,63a3c6c18e660ac5c7268159956f62db3f15a0ae,Yes
WongKinYiu/YOLO,b96c8eaec16cfcabbf79947d98d2c575f0a114ad,Yes
WU-CVGL/BAD-Gaussians,bdd8b3e2ba068aa7be8e3ab6fb5277abd40909bc,Yes
wy-z/container-vm,07d40217758b4ab800237b2c8b8ac737aba51234,Yes
xdit-project/xDiT,a7bd51915fc0b31dd0fdca30adab1fea8c2b7354,Yes
xhluca/bm25s,c4fef24f0e05bd5b0152308095c3585d2f6c9aba,Yes
yihong0618/klingCreator,e567c6a16cbeaec0411ea90bda6a0d932d3ee2a8,Yes
yihong1120/Construction-Hazard-Detection,f5e1ca28d9999fd04c12a7ef30106b14410fa6db,Yes
yinjunbo/IS-Fusion,86c882a9476fbe046c490349e3d1cd07d23c3b19,No
YUCHEN005/GenTranslate,62e59da5e5bfab12b3f0e65a57057ac6d2f4380d,No
YUCHEN005/RobustGER,ad4e37fb882da5092fa7ff3ba4ab2002b74813e8,No
yurujaja/pangaea-bench,e1d12ed1e0aac945f32c8bc78e99666869f277d4,Yes
ZenGuard-AI/fast-llm-security-guardrails,6a867c1eebd8eb5579728385e9ae317af480a256,Yes
zeroasiccorp/logik,ca4bb129056c0b70a31720aec190b4670f20f238,Yes
zhuqinfeng1999/Samba,229687b62ef4ddbda5835e5f3f0b1182e8ab4a49,No
zipnn/zipnn,007319b325ea3f2bd44014180b54ab9c8a31d539,Yes
zou-group/textgrad,b2dc68e992ad876cfacdb8ebb7f73d8865a29544,Yes
